Country,Date,Type,Number of Cases,Cumulative Cases
Barbados,2020-2-2,Confirmed,0,0
Barbados,2020-2-2,Deaths,0,0
Barbados,2020-2-2,Recovered,0,0
Barbados,2020-2-3,Confirmed,0,0
Barbados,2020-2-3,Deaths,0,0
Barbados,2020-2-3,Recovered,0,0
Barbados,2020-2-4,Confirmed,0,0
Barbados,2020-2-4,Deaths,0,0
Barbados,2020-2-4,Recovered,0,0
Barbados,2020-2-5,Confirmed,0,0
Barbados,2020-2-5,Deaths,0,0
Barbados,2020-2-5,Recovered,0,0
Barbados,2020-2-6,Confirmed,0,0
Barbados,2020-2-6,Deaths,0,0
Barbados,2020-2-6,Recovered,0,0
Barbados,2020-2-7,Confirmed,0,0
Barbados,2020-2-7,Deaths,0,0
Barbados,2020-2-7,Recovered,0,0
Barbados,2020-2-8,Confirmed,0,0
Barbados,2020-2-8,Deaths,0,0
Barbados,2020-2-8,Recovered,0,0
Barbados,2020-2-9,Confirmed,0,0
Barbados,2020-2-9,Deaths,0,0
Barbados,2020-2-9,Recovered,0,0
Barbados,2020-2-10,Confirmed,0,0
Barbados,2020-2-10,Deaths,0,0
Barbados,2020-2-10,Recovered,0,0
Barbados,2020-2-11,Confirmed,0,0
Barbados,2020-2-11,Deaths,0,0
Barbados,2020-2-11,Recovered,0,0
Barbados,2020-2-12,Confirmed,0,0
Barbados,2020-2-12,Deaths,0,0
Barbados,2020-2-12,Recovered,0,0
Barbados,2020-2-13,Confirmed,0,0
Barbados,2020-2-13,Deaths,0,0
Barbados,2020-2-13,Recovered,0,0
Barbados,2020-2-14,Confirmed,0,0
Barbados,2020-2-14,Deaths,0,0
Barbados,2020-2-14,Recovered,0,0
Barbados,2020-2-15,Confirmed,0,0
Barbados,2020-2-15,Deaths,0,0
Barbados,2020-2-15,Recovered,0,0
Barbados,2020-2-16,Confirmed,0,0
Barbados,2020-2-16,Deaths,0,0
Barbados,2020-2-16,Recovered,0,0
Barbados,2020-2-17,Confirmed,0,0
Barbados,2020-2-17,Deaths,0,0
Barbados,2020-2-17,Recovered,0,0
Barbados,2020-2-18,Confirmed,0,0
Barbados,2020-2-18,Deaths,0,0
Barbados,2020-2-18,Recovered,0,0
Barbados,2020-2-19,Confirmed,0,0
Barbados,2020-2-19,Deaths,0,0
Barbados,2020-2-19,Recovered,0,0
Barbados,2020-2-20,Confirmed,0,0
Barbados,2020-2-20,Deaths,0,0
Barbados,2020-2-20,Recovered,0,0
Barbados,2020-2-21,Confirmed,0,0
Barbados,2020-2-21,Deaths,0,0
Barbados,2020-2-21,Recovered,0,0
Barbados,2020-2-22,Confirmed,0,0
Barbados,2020-2-22,Deaths,0,0
Barbados,2020-2-22,Recovered,0,0
Barbados,2020-2-23,Confirmed,0,0
Barbados,2020-2-23,Deaths,0,0
Barbados,2020-2-23,Recovered,0,0
Barbados,2020-2-24,Confirmed,0,0
Barbados,2020-2-24,Deaths,0,0
Barbados,2020-2-24,Recovered,0,0
Barbados,2020-2-25,Confirmed,0,0
Barbados,2020-2-25,Deaths,0,0
Barbados,2020-2-25,Recovered,0,0
Barbados,2020-2-26,Confirmed,0,0
Barbados,2020-2-26,Deaths,0,0
Barbados,2020-2-26,Recovered,0,0
Barbados,2020-2-27,Confirmed,0,0
Barbados,2020-2-27,Deaths,0,0
Barbados,2020-2-27,Recovered,0,0
Barbados,2020-2-28,Confirmed,0,0
Barbados,2020-2-28,Deaths,0,0
Barbados,2020-2-28,Recovered,0,0
Barbados,2020-2-29,Confirmed,0,0
Barbados,2020-2-29,Deaths,0,0
Barbados,2020-2-29,Recovered,0,0
Barbados,2020-3-1,Confirmed,0,0
Barbados,2020-3-1,Deaths,0,0
Barbados,2020-3-1,Recovered,0,0
Barbados,2020-3-2,Confirmed,0,0
Barbados,2020-3-2,Deaths,0,0
Barbados,2020-3-2,Recovered,0,0
Barbados,2020-3-3,Confirmed,0,0
Barbados,2020-3-3,Deaths,0,0
Barbados,2020-3-3,Recovered,0,0
Barbados,2020-3-4,Confirmed,0,0
Barbados,2020-3-4,Deaths,0,0
Barbados,2020-3-4,Recovered,0,0
Barbados,2020-3-5,Confirmed,0,0
Barbados,2020-3-5,Deaths,0,0
Barbados,2020-3-5,Recovered,0,0
Barbados,2020-3-6,Confirmed,0,0
Barbados,2020-3-6,Deaths,0,0
Barbados,2020-3-6,Recovered,0,0
Barbados,2020-3-7,Confirmed,0,0
Barbados,2020-3-7,Deaths,0,0
Barbados,2020-3-7,Recovered,0,0
Barbados,2020-3-8,Confirmed,0,0
Barbados,2020-3-8,Deaths,0,0
Barbados,2020-3-8,Recovered,0,0
Barbados,2020-3-9,Confirmed,0,0
Barbados,2020-3-9,Deaths,0,0
Barbados,2020-3-9,Recovered,0,0
Barbados,2020-3-10,Confirmed,0,0
Barbados,2020-3-10,Deaths,0,0
Barbados,2020-3-10,Recovered,0,0
Barbados,2020-3-11,Confirmed,0,0
Barbados,2020-3-11,Deaths,0,0
Barbados,2020-3-11,Recovered,0,0
Barbados,2020-3-12,Confirmed,0,0
Barbados,2020-3-12,Deaths,0,0
Barbados,2020-3-12,Recovered,0,0
Barbados,2020-3-13,Confirmed,0,0
Barbados,2020-3-13,Deaths,0,0
Barbados,2020-3-13,Recovered,0,0
Barbados,2020-3-14,Confirmed,0,0
Barbados,2020-3-14,Deaths,0,0
Barbados,2020-3-14,Recovered,0,0
Barbados,2020-3-15,Confirmed,0,0
Barbados,2020-3-15,Deaths,0,0
Barbados,2020-3-15,Recovered,0,0
Barbados,2020-3-16,Confirmed,0,0
Barbados,2020-3-16,Deaths,0,0
Barbados,2020-3-16,Recovered,0,0
Barbados,2020-3-17,Confirmed,2,2
Barbados,2020-3-17,Deaths,0,0
Barbados,2020-3-17,Recovered,0,0
Barbados,2020-3-18,Confirmed,0,2
Barbados,2020-3-18,Deaths,0,0
Barbados,2020-3-18,Recovered,0,0
Barbados,2020-3-19,Confirmed,3,5
Barbados,2020-3-19,Deaths,0,0
Barbados,2020-3-19,Recovered,0,0
Barbados,2020-3-20,Confirmed,0,5
Barbados,2020-3-20,Deaths,0,0
Barbados,2020-3-20,Recovered,0,0
Barbados,2020-3-21,Confirmed,1,6
Barbados,2020-3-21,Deaths,0,0
Barbados,2020-3-21,Recovered,0,0
Barbados,2020-3-22,Confirmed,8,14
Barbados,2020-3-22,Deaths,0,0
Barbados,2020-3-22,Recovered,0,0
Barbados,2020-3-23,Confirmed,3,17
Barbados,2020-3-23,Deaths,0,0
Barbados,2020-3-23,Recovered,0,0
Barbados,2020-3-24,Confirmed,1,18
Barbados,2020-3-24,Deaths,0,0
Barbados,2020-3-24,Recovered,0,0
Barbados,2020-3-25,Confirmed,0,18
Barbados,2020-3-25,Deaths,0,0
Barbados,2020-3-25,Recovered,0,0
Barbados,2020-3-26,Confirmed,0,18
Barbados,2020-3-26,Deaths,0,0
Barbados,2020-3-26,Recovered,0,0
Barbados,2020-3-27,Confirmed,6,24
Barbados,2020-3-27,Deaths,0,0
Barbados,2020-3-27,Recovered,0,0
Barbados,2020-3-28,Confirmed,2,26
Barbados,2020-3-28,Deaths,0,0
Barbados,2020-3-28,Recovered,0,0
Barbados,2020-3-29,Confirmed,7,33
Barbados,2020-3-29,Deaths,0,0
Barbados,2020-3-29,Recovered,0,0
Barbados,2020-3-30,Confirmed,0,33
Barbados,2020-3-30,Deaths,0,0
Barbados,2020-3-30,Recovered,0,0
Barbados,2020-3-31,Confirmed,1,34
Barbados,2020-3-31,Deaths,0,0
Barbados,2020-3-31,Recovered,0,0
Barbados,2020-4-1,Confirmed,0,34
Barbados,2020-4-1,Deaths,0,0
Barbados,2020-4-1,Recovered,0,0
Barbados,2020-4-2,Confirmed,12,46
Barbados,2020-4-2,Deaths,0,0
Barbados,2020-4-2,Recovered,0,0
Barbados,2020-4-3,Confirmed,5,51
Barbados,2020-4-3,Deaths,0,0
Barbados,2020-4-3,Recovered,0,0
Barbados,2020-4-4,Confirmed,1,52
Barbados,2020-4-4,Deaths,0,0
Barbados,2020-4-4,Recovered,0,0
Barbados,2020-4-5,Confirmed,4,56
Barbados,2020-4-5,Deaths,1,1
Barbados,2020-4-5,Recovered,6,6
Barbados,2020-4-6,Confirmed,4,60
Barbados,2020-4-6,Deaths,1,2
Barbados,2020-4-6,Recovered,0,6
Barbados,2020-4-7,Confirmed,3,63
Barbados,2020-4-7,Deaths,1,3
Barbados,2020-4-7,Recovered,0,6
Barbados,2020-4-8,Confirmed,0,63
Barbados,2020-4-8,Deaths,0,3
Barbados,2020-4-8,Recovered,2,8
Barbados,2020-4-9,Confirmed,3,66
Barbados,2020-4-9,Deaths,0,3
Barbados,2020-4-9,Recovered,3,11
Barbados,2020-4-10,Confirmed,1,67
Barbados,2020-4-10,Deaths,1,4
Barbados,2020-4-10,Recovered,0,11
Barbados,2020-4-11,Confirmed,1,68
Barbados,2020-4-11,Deaths,0,4
Barbados,2020-4-11,Recovered,0,11
Barbados,2020-4-12,Confirmed,3,71
Barbados,2020-4-12,Deaths,0,4
Barbados,2020-4-12,Recovered,0,11
Barbados,2020-4-13,Confirmed,1,72
Barbados,2020-4-13,Deaths,0,4
Barbados,2020-4-13,Recovered,2,13
Barbados,2020-4-14,Confirmed,0,72
Barbados,2020-4-14,Deaths,0,4
Barbados,2020-4-14,Recovered,0,13
Belarus,2020-1-22,Confirmed,0,0
Belarus,2020-1-22,Deaths,0,0
Belarus,2020-1-22,Recovered,0,0
Belarus,2020-1-23,Confirmed,0,0
Belarus,2020-1-23,Deaths,0,0
Belarus,2020-1-23,Recovered,0,0
Belarus,2020-1-24,Confirmed,0,0
Belarus,2020-1-24,Deaths,0,0
Belarus,2020-1-24,Recovered,0,0
Belarus,2020-1-25,Confirmed,0,0
Belarus,2020-1-25,Deaths,0,0
Belarus,2020-1-25,Recovered,0,0
Belarus,2020-1-26,Confirmed,0,0
Belarus,2020-1-26,Deaths,0,0
Belarus,2020-1-26,Recovered,0,0
Belarus,2020-1-27,Confirmed,0,0
Belarus,2020-1-27,Deaths,0,0
Belarus,2020-1-27,Recovered,0,0
Belarus,2020-1-28,Confirmed,0,0
Belarus,2020-1-28,Deaths,0,0
Belarus,2020-1-28,Recovered,0,0
Belarus,2020-1-29,Confirmed,0,0
Belarus,2020-1-29,Deaths,0,0
Belarus,2020-1-29,Recovered,0,0
Belarus,2020-1-30,Confirmed,0,0
Belarus,2020-1-30,Deaths,0,0
Belarus,2020-1-30,Recovered,0,0
Belarus,2020-1-31,Confirmed,0,0
Belarus,2020-1-31,Deaths,0,0
Belarus,2020-1-31,Recovered,0,0
Belarus,2020-2-1,Confirmed,0,0
Belarus,2020-2-1,Deaths,0,0
Belarus,2020-2-1,Recovered,0,0
Belarus,2020-2-2,Confirmed,0,0
Belarus,2020-2-2,Deaths,0,0
Belarus,2020-2-2,Recovered,0,0
Belarus,2020-2-3,Confirmed,0,0
Belarus,2020-2-3,Deaths,0,0
Belarus,2020-2-3,Recovered,0,0
Belarus,2020-2-4,Confirmed,0,0
Belarus,2020-2-4,Deaths,0,0
Belarus,2020-2-4,Recovered,0,0
Belarus,2020-2-5,Confirmed,0,0
Belarus,2020-2-5,Deaths,0,0
Belarus,2020-2-5,Recovered,0,0
Belarus,2020-2-6,Confirmed,0,0
Belarus,2020-2-6,Deaths,0,0
Belarus,2020-2-6,Recovered,0,0
Belarus,2020-2-7,Confirmed,0,0
Belarus,2020-2-7,Deaths,0,0
Belarus,2020-2-7,Recovered,0,0
Belarus,2020-2-8,Confirmed,0,0
Belarus,2020-2-8,Deaths,0,0
Belarus,2020-2-8,Recovered,0,0
Belarus,2020-2-9,Confirmed,0,0
Belarus,2020-2-9,Deaths,0,0
Belarus,2020-2-9,Recovered,0,0
Belarus,2020-2-10,Confirmed,0,0
Belarus,2020-2-10,Deaths,0,0
Belarus,2020-2-10,Recovered,0,0
Belarus,2020-2-11,Confirmed,0,0
Belarus,2020-2-11,Deaths,0,0
Belarus,2020-2-11,Recovered,0,0
Belarus,2020-2-12,Confirmed,0,0
Belarus,2020-2-12,Deaths,0,0
Belarus,2020-2-12,Recovered,0,0
Belarus,2020-2-13,Confirmed,0,0
Belarus,2020-2-13,Deaths,0,0
Belarus,2020-2-13,Recovered,0,0
Belarus,2020-2-14,Confirmed,0,0
Belarus,2020-2-14,Deaths,0,0
Belarus,2020-2-14,Recovered,0,0
Belarus,2020-2-15,Confirmed,0,0
Belarus,2020-2-15,Deaths,0,0
Belarus,2020-2-15,Recovered,0,0
Belarus,2020-2-16,Confirmed,0,0
Belarus,2020-2-16,Deaths,0,0
Belarus,2020-2-16,Recovered,0,0
Belarus,2020-2-17,Confirmed,0,0
Belarus,2020-2-17,Deaths,0,0
Belarus,2020-2-17,Recovered,0,0
Belarus,2020-2-18,Confirmed,0,0
Belarus,2020-2-18,Deaths,0,0
Belarus,2020-2-18,Recovered,0,0
Belarus,2020-2-19,Confirmed,0,0
Belarus,2020-2-19,Deaths,0,0
Belarus,2020-2-19,Recovered,0,0
Belarus,2020-2-20,Confirmed,0,0
Belarus,2020-2-20,Deaths,0,0
Belarus,2020-2-20,Recovered,0,0
Belarus,2020-2-21,Confirmed,0,0
Belarus,2020-2-21,Deaths,0,0
Belarus,2020-2-21,Recovered,0,0
Belarus,2020-2-22,Confirmed,0,0
Belarus,2020-2-22,Deaths,0,0
Belarus,2020-2-22,Recovered,0,0
Belarus,2020-2-23,Confirmed,0,0
Belarus,2020-2-23,Deaths,0,0
Belarus,2020-2-23,Recovered,0,0
Belarus,2020-2-24,Confirmed,0,0
Belarus,2020-2-24,Deaths,0,0
Belarus,2020-2-24,Recovered,0,0
Belarus,2020-2-25,Confirmed,0,0
Belarus,2020-2-25,Deaths,0,0
Belarus,2020-2-25,Recovered,0,0
Belarus,2020-2-26,Confirmed,0,0
Belarus,2020-2-26,Deaths,0,0
Belarus,2020-2-26,Recovered,0,0
Belarus,2020-2-27,Confirmed,0,0
Belarus,2020-2-27,Deaths,0,0
Belarus,2020-2-27,Recovered,0,0
Belarus,2020-2-28,Confirmed,1,1
Belarus,2020-2-28,Deaths,0,0
Belarus,2020-2-28,Recovered,0,0
Belarus,2020-2-29,Confirmed,0,1
Belarus,2020-2-29,Deaths,0,0
Belarus,2020-2-29,Recovered,0,0
Belarus,2020-3-1,Confirmed,0,1
Belarus,2020-3-1,Deaths,0,0
Belarus,2020-3-1,Recovered,0,0
Belarus,2020-3-2,Confirmed,0,1
Belarus,2020-3-2,Deaths,0,0
Belarus,2020-3-2,Recovered,0,0
Belarus,2020-3-3,Confirmed,0,1
Belarus,2020-3-3,Deaths,0,0
Belarus,2020-3-3,Recovered,0,0
Belarus,2020-3-4,Confirmed,5,6
Belarus,2020-3-4,Deaths,0,0
Belarus,2020-3-4,Recovered,0,0
Belarus,2020-3-5,Confirmed,0,6
Belarus,2020-3-5,Deaths,0,0
Belarus,2020-3-5,Recovered,0,0
Belarus,2020-3-6,Confirmed,0,6
Belarus,2020-3-6,Deaths,0,0
Belarus,2020-3-6,Recovered,0,0
Belarus,2020-3-7,Confirmed,0,6
Belarus,2020-3-7,Deaths,0,0
Belarus,2020-3-7,Recovered,0,0
Belarus,2020-3-8,Confirmed,0,6
Belarus,2020-3-8,Deaths,0,0
Belarus,2020-3-8,Recovered,0,0
Belarus,2020-3-9,Confirmed,0,6
Belarus,2020-3-9,Deaths,0,0
Belarus,2020-3-9,Recovered,1,1
Belarus,2020-3-10,Confirmed,3,9
Belarus,2020-3-10,Deaths,0,0
Belarus,2020-3-10,Recovered,2,3
Belarus,2020-3-11,Confirmed,0,9
Belarus,2020-3-11,Deaths,0,0
Belarus,2020-3-11,Recovered,0,3
Belarus,2020-3-12,Confirmed,3,12
Belarus,2020-3-12,Deaths,0,0
Belarus,2020-3-12,Recovered,0,3
Belarus,2020-3-13,Confirmed,15,27
Belarus,2020-3-13,Deaths,0,0
Belarus,2020-3-13,Recovered,0,3
Belarus,2020-3-14,Confirmed,0,27
Belarus,2020-3-14,Deaths,0,0
Belarus,2020-3-14,Recovered,0,3
Belarus,2020-3-15,Confirmed,0,27
Belarus,2020-3-15,Deaths,0,0
Belarus,2020-3-15,Recovered,0,3
Belarus,2020-3-16,Confirmed,9,36
Belarus,2020-3-16,Deaths,0,0
Belarus,2020-3-16,Recovered,0,3
Belarus,2020-3-17,Confirmed,0,36
Belarus,2020-3-17,Deaths,0,0
Belarus,2020-3-17,Recovered,0,3
Belarus,2020-3-18,Confirmed,15,51
Belarus,2020-3-18,Deaths,0,0
Belarus,2020-3-18,Recovered,2,5
Belarus,2020-3-19,Confirmed,0,51
Belarus,2020-3-19,Deaths,0,0
Belarus,2020-3-19,Recovered,0,5
Belarus,2020-3-20,Confirmed,18,69
Belarus,2020-3-20,Deaths,0,0
Belarus,2020-3-20,Recovered,0,5
Belarus,2020-3-21,Confirmed,7,76
Belarus,2020-3-21,Deaths,0,0
Belarus,2020-3-21,Recovered,10,15
Belarus,2020-3-22,Confirmed,0,76
Belarus,2020-3-22,Deaths,0,0
Belarus,2020-3-22,Recovered,0,15
Belarus,2020-3-23,Confirmed,5,81
Belarus,2020-3-23,Deaths,0,0
Belarus,2020-3-23,Recovered,0,15
Belarus,2020-3-24,Confirmed,0,81
Belarus,2020-3-24,Deaths,0,0
Belarus,2020-3-24,Recovered,7,22
Belarus,2020-3-25,Confirmed,5,86
Belarus,2020-3-25,Deaths,0,0
Belarus,2020-3-25,Recovered,7,29
Belarus,2020-3-26,Confirmed,0,86
Belarus,2020-3-26,Deaths,0,0
Belarus,2020-3-26,Recovered,0,29
Belarus,2020-3-27,Confirmed,8,94
Belarus,2020-3-27,Deaths,0,0
Belarus,2020-3-27,Recovered,3,32
Belarus,2020-3-28,Confirmed,0,94
Belarus,2020-3-28,Deaths,0,0
Belarus,2020-3-28,Recovered,0,32
Belarus,2020-3-29,Confirmed,0,94
Belarus,2020-3-29,Deaths,0,0
Belarus,2020-3-29,Recovered,0,32
Belarus,2020-3-30,Confirmed,58,152
Belarus,2020-3-30,Deaths,0,0
Belarus,2020-3-30,Recovered,0,32
Belarus,2020-3-31,Confirmed,0,152
Belarus,2020-3-31,Deaths,1,1
Belarus,2020-3-31,Recovered,15,47
Belarus,2020-4-1,Confirmed,11,163
Belarus,2020-4-1,Deaths,1,2
Belarus,2020-4-1,Recovered,6,53
Belarus,2020-4-2,Confirmed,141,304
Belarus,2020-4-2,Deaths,2,4
Belarus,2020-4-2,Recovered,0,53
Belarus,2020-4-3,Confirmed,47,351
Belarus,2020-4-3,Deaths,0,4
Belarus,2020-4-3,Recovered,0,53
Belarus,2020-4-4,Confirmed,89,440
Belarus,2020-4-4,Deaths,1,5
Belarus,2020-4-4,Recovered,0,53
Belarus,2020-4-5,Confirmed,122,562
Belarus,2020-4-5,Deaths,3,8
Belarus,2020-4-5,Recovered,-1,52
Belarus,2020-4-6,Confirmed,138,700
Belarus,2020-4-6,Deaths,5,13
Belarus,2020-4-6,Recovered,1,53
Belarus,2020-4-7,Confirmed,161,861
Belarus,2020-4-7,Deaths,0,13
Belarus,2020-4-7,Recovered,1,54
Belarus,2020-4-8,Confirmed,205,1066
Belarus,2020-4-8,Deaths,0,13
Belarus,2020-4-8,Recovered,23,77
Belarus,2020-4-9,Confirmed,420,1486
Belarus,2020-4-9,Deaths,3,16
Belarus,2020-4-9,Recovered,62,139
Belarus,2020-4-10,Confirmed,495,1981
Belarus,2020-4-10,Deaths,3,19
Belarus,2020-4-10,Recovered,30,169
Belarus,2020-4-11,Confirmed,245,2226
Belarus,2020-4-11,Deaths,4,23
Belarus,2020-4-11,Recovered,3,172
Belarus,2020-4-12,Confirmed,352,2578
Belarus,2020-4-12,Deaths,3,26
Belarus,2020-4-12,Recovered,31,203
Belarus,2020-4-13,Confirmed,341,2919
Belarus,2020-4-13,Deaths,3,29
Belarus,2020-4-13,Recovered,0,203
Belarus,2020-4-14,Confirmed,362,3281
Belarus,2020-4-14,Deaths,4,33
Belarus,2020-4-14,Recovered,0,203
Belgium,2020-1-22,Confirmed,0,0
Belgium,2020-1-22,Deaths,0,0
Belgium,2020-1-22,Recovered,0,0
Belgium,2020-1-23,Confirmed,0,0
Belgium,2020-1-23,Deaths,0,0
Belgium,2020-1-23,Recovered,0,0
Belgium,2020-1-24,Confirmed,0,0
Belgium,2020-1-24,Deaths,0,0
Belgium,2020-1-24,Recovered,0,0
Belgium,2020-1-25,Confirmed,0,0
Belgium,2020-1-25,Deaths,0,0
Belgium,2020-1-25,Recovered,0,0
Belgium,2020-1-26,Confirmed,0,0
Belgium,2020-1-26,Deaths,0,0
Belgium,2020-1-26,Recovered,0,0
Belgium,2020-1-27,Confirmed,0,0
Belgium,2020-1-27,Deaths,0,0
Belgium,2020-1-27,Recovered,0,0
Belgium,2020-1-28,Confirmed,0,0
Belgium,2020-1-28,Deaths,0,0
Belgium,2020-1-28,Recovered,0,0
Belgium,2020-1-29,Confirmed,0,0
Belgium,2020-1-29,Deaths,0,0
Belgium,2020-1-29,Recovered,0,0
Belgium,2020-1-30,Confirmed,0,0
Belgium,2020-1-30,Deaths,0,0
Belgium,2020-1-30,Recovered,0,0
Belgium,2020-1-31,Confirmed,0,0
Belgium,2020-1-31,Deaths,0,0
Belgium,2020-1-31,Recovered,0,0
Belgium,2020-2-1,Confirmed,0,0
Belgium,2020-2-1,Deaths,0,0
Belgium,2020-2-1,Recovered,0,0
Belgium,2020-2-2,Confirmed,0,0
Belgium,2020-2-2,Deaths,0,0
Belgium,2020-2-2,Recovered,0,0
Belgium,2020-2-3,Confirmed,0,0
Belgium,2020-2-3,Deaths,0,0
Belgium,2020-2-3,Recovered,0,0
Belgium,2020-2-4,Confirmed,1,1
Belgium,2020-2-4,Deaths,0,0
Belgium,2020-2-4,Recovered,0,0
Belgium,2020-2-5,Confirmed,0,1
Belgium,2020-2-5,Deaths,0,0
Belgium,2020-2-5,Recovered,0,0
Belgium,2020-2-6,Confirmed,0,1
Belgium,2020-2-6,Deaths,0,0
Belgium,2020-2-6,Recovered,0,0
Belgium,2020-2-7,Confirmed,0,1
Belgium,2020-2-7,Deaths,0,0
Belgium,2020-2-7,Recovered,0,0
Belgium,2020-2-8,Confirmed,0,1
Belgium,2020-2-8,Deaths,0,0
Belgium,2020-2-8,Recovered,0,0
Belgium,2020-2-9,Confirmed,0,1
Belgium,2020-2-9,Deaths,0,0
Belgium,2020-2-9,Recovered,0,0
Belgium,2020-2-10,Confirmed,0,1
Belgium,2020-2-10,Deaths,0,0
Belgium,2020-2-10,Recovered,0,0
Belgium,2020-2-11,Confirmed,0,1
Belgium,2020-2-11,Deaths,0,0
Belgium,2020-2-11,Recovered,0,0
Belgium,2020-2-12,Confirmed,0,1
Belgium,2020-2-12,Deaths,0,0
Belgium,2020-2-12,Recovered,0,0
Belgium,2020-2-13,Confirmed,0,1
Belgium,2020-2-13,Deaths,0,0
Belgium,2020-2-13,Recovered,0,0
Belgium,2020-2-14,Confirmed,0,1
Belgium,2020-2-14,Deaths,0,0
Belgium,2020-2-14,Recovered,0,0
Belgium,2020-2-15,Confirmed,0,1
Belgium,2020-2-15,Deaths,0,0
Belgium,2020-2-15,Recovered,0,0
Belgium,2020-2-16,Confirmed,0,1
Belgium,2020-2-16,Deaths,0,0
Belgium,2020-2-16,Recovered,0,0
Belgium,2020-2-17,Confirmed,0,1
Belgium,2020-2-17,Deaths,0,0
Belgium,2020-2-17,Recovered,1,1
Belgium,2020-2-18,Confirmed,0,1
Belgium,2020-2-18,Deaths,0,0
Belgium,2020-2-18,Recovered,0,1
Belgium,2020-2-19,Confirmed,0,1
Belgium,2020-2-19,Deaths,0,0
Belgium,2020-2-19,Recovered,0,1
Belgium,2020-2-20,Confirmed,0,1
Belgium,2020-2-20,Deaths,0,0
Belgium,2020-2-20,Recovered,0,1
Belgium,2020-2-21,Confirmed,0,1
Belgium,2020-2-21,Deaths,0,0
Belgium,2020-2-21,Recovered,0,1
Belgium,2020-2-22,Confirmed,0,1
Belgium,2020-2-22,Deaths,0,0
Belgium,2020-2-22,Recovered,0,1
Belgium,2020-2-23,Confirmed,0,1
Belgium,2020-2-23,Deaths,0,0
Belgium,2020-2-23,Recovered,0,1
Belgium,2020-2-24,Confirmed,0,1
Belgium,2020-2-24,Deaths,0,0
Belgium,2020-2-24,Recovered,0,1
Belgium,2020-2-25,Confirmed,0,1
Belgium,2020-2-25,Deaths,0,0
Belgium,2020-2-25,Recovered,0,1
Belgium,2020-2-26,Confirmed,0,1
Belgium,2020-2-26,Deaths,0,0
Belgium,2020-2-26,Recovered,0,1
Belgium,2020-2-27,Confirmed,0,1
Belgium,2020-2-27,Deaths,0,0
Belgium,2020-2-27,Recovered,0,1
Belgium,2020-2-28,Confirmed,0,1
Belgium,2020-2-28,Deaths,0,0
Belgium,2020-2-28,Recovered,0,1
Belgium,2020-2-29,Confirmed,0,1
Belgium,2020-2-29,Deaths,0,0
Belgium,2020-2-29,Recovered,0,1
Belgium,2020-3-1,Confirmed,1,2
Belgium,2020-3-1,Deaths,0,0
Belgium,2020-3-1,Recovered,0,1
Belgium,2020-3-2,Confirmed,6,8
Belgium,2020-3-2,Deaths,0,0
Belgium,2020-3-2,Recovered,0,1
Belgium,2020-3-3,Confirmed,5,13
Belgium,2020-3-3,Deaths,0,0
Belgium,2020-3-3,Recovered,0,1
Belgium,2020-3-4,Confirmed,10,23
Belgium,2020-3-4,Deaths,0,0
Belgium,2020-3-4,Recovered,0,1
Belgium,2020-3-5,Confirmed,27,50
Belgium,2020-3-5,Deaths,0,0
Belgium,2020-3-5,Recovered,0,1
Belgium,2020-3-6,Confirmed,59,109
Belgium,2020-3-6,Deaths,0,0
Belgium,2020-3-6,Recovered,0,1
Belgium,2020-3-7,Confirmed,60,169
Belgium,2020-3-7,Deaths,0,0
Belgium,2020-3-7,Recovered,0,1
Belgium,2020-3-8,Confirmed,31,200
Belgium,2020-3-8,Deaths,0,0
Belgium,2020-3-8,Recovered,0,1
Belgium,2020-3-9,Confirmed,39,239
Belgium,2020-3-9,Deaths,0,0
Belgium,2020-3-9,Recovered,0,1
Belgium,2020-3-10,Confirmed,28,267
Belgium,2020-3-10,Deaths,0,0
Belgium,2020-3-10,Recovered,0,1
Belgium,2020-3-11,Confirmed,47,314
Belgium,2020-3-11,Deaths,3,3
Belgium,2020-3-11,Recovered,0,1
Belgium,2020-3-12,Confirmed,0,314
Belgium,2020-3-12,Deaths,0,3
Belgium,2020-3-12,Recovered,0,1
Belgium,2020-3-13,Confirmed,245,559
Belgium,2020-3-13,Deaths,0,3
Belgium,2020-3-13,Recovered,0,1
Belgium,2020-3-14,Confirmed,130,689
Belgium,2020-3-14,Deaths,1,4
Belgium,2020-3-14,Recovered,0,1
Belgium,2020-3-15,Confirmed,197,886
Belgium,2020-3-15,Deaths,0,4
Belgium,2020-3-15,Recovered,0,1
Belgium,2020-3-16,Confirmed,172,1058
Belgium,2020-3-16,Deaths,1,5
Belgium,2020-3-16,Recovered,0,1
Belgium,2020-3-17,Confirmed,185,1243
Belgium,2020-3-17,Deaths,5,10
Belgium,2020-3-17,Recovered,0,1
Belgium,2020-3-18,Confirmed,243,1486
Belgium,2020-3-18,Deaths,4,14
Belgium,2020-3-18,Recovered,30,31
Belgium,2020-3-19,Confirmed,309,1795
Belgium,2020-3-19,Deaths,7,21
Belgium,2020-3-19,Recovered,0,31
Belgium,2020-3-20,Confirmed,462,2257
Belgium,2020-3-20,Deaths,16,37
Belgium,2020-3-20,Recovered,-30,1
Belgium,2020-3-21,Confirmed,558,2815
Belgium,2020-3-21,Deaths,30,67
Belgium,2020-3-21,Recovered,262,263
Belgium,2020-3-22,Confirmed,586,3401
Belgium,2020-3-22,Deaths,8,75
Belgium,2020-3-22,Recovered,0,263
