Country,Date,Type,Number of Cases,Cumulative Cases
Kyrgyzstan,2020-3-21,Recovered,0,0
Kyrgyzstan,2020-3-22,Confirmed,0,14
Kyrgyzstan,2020-3-22,Deaths,0,0
Kyrgyzstan,2020-3-22,Recovered,0,0
Kyrgyzstan,2020-3-23,Confirmed,2,16
Kyrgyzstan,2020-3-23,Deaths,0,0
Kyrgyzstan,2020-3-23,Recovered,0,0
Kyrgyzstan,2020-3-24,Confirmed,26,42
Kyrgyzstan,2020-3-24,Deaths,0,0
Kyrgyzstan,2020-3-24,Recovered,0,0
Kyrgyzstan,2020-3-25,Confirmed,2,44
Kyrgyzstan,2020-3-25,Deaths,0,0
Kyrgyzstan,2020-3-25,Recovered,0,0
Kyrgyzstan,2020-3-26,Confirmed,0,44
Kyrgyzstan,2020-3-26,Deaths,0,0
Kyrgyzstan,2020-3-26,Recovered,0,0
Kyrgyzstan,2020-3-27,Confirmed,14,58
Kyrgyzstan,2020-3-27,Deaths,0,0
Kyrgyzstan,2020-3-27,Recovered,0,0
Kyrgyzstan,2020-3-28,Confirmed,0,58
Kyrgyzstan,2020-3-28,Deaths,0,0
Kyrgyzstan,2020-3-28,Recovered,0,0
Kyrgyzstan,2020-3-29,Confirmed,26,84
Kyrgyzstan,2020-3-29,Deaths,0,0
Kyrgyzstan,2020-3-29,Recovered,0,0
Kyrgyzstan,2020-3-30,Confirmed,10,94
Kyrgyzstan,2020-3-30,Deaths,0,0
Kyrgyzstan,2020-3-30,Recovered,3,3
Kyrgyzstan,2020-3-31,Confirmed,13,107
Kyrgyzstan,2020-3-31,Deaths,0,0
Kyrgyzstan,2020-3-31,Recovered,0,3
Kyrgyzstan,2020-4-1,Confirmed,4,111
Kyrgyzstan,2020-4-1,Deaths,0,0
Kyrgyzstan,2020-4-1,Recovered,0,3
Kyrgyzstan,2020-4-2,Confirmed,5,116
Kyrgyzstan,2020-4-2,Deaths,0,0
Kyrgyzstan,2020-4-2,Recovered,2,5
Kyrgyzstan,2020-4-3,Confirmed,14,130
Kyrgyzstan,2020-4-3,Deaths,1,1
Kyrgyzstan,2020-4-3,Recovered,1,6
Kyrgyzstan,2020-4-4,Confirmed,14,144
Kyrgyzstan,2020-4-4,Deaths,0,1
Kyrgyzstan,2020-4-4,Recovered,3,9
Kyrgyzstan,2020-4-5,Confirmed,3,147
Kyrgyzstan,2020-4-5,Deaths,0,1
Kyrgyzstan,2020-4-5,Recovered,0,9
Kyrgyzstan,2020-4-6,Confirmed,69,216
Kyrgyzstan,2020-4-6,Deaths,3,4
Kyrgyzstan,2020-4-6,Recovered,24,33
Kyrgyzstan,2020-4-7,Confirmed,12,228
Kyrgyzstan,2020-4-7,Deaths,0,4
Kyrgyzstan,2020-4-7,Recovered,0,33
Kyrgyzstan,2020-4-8,Confirmed,42,270
Kyrgyzstan,2020-4-8,Deaths,0,4
Kyrgyzstan,2020-4-8,Recovered,0,33
Kyrgyzstan,2020-4-9,Confirmed,10,280
Kyrgyzstan,2020-4-9,Deaths,0,4
Kyrgyzstan,2020-4-9,Recovered,2,35
Kyrgyzstan,2020-4-10,Confirmed,18,298
Kyrgyzstan,2020-4-10,Deaths,1,5
Kyrgyzstan,2020-4-10,Recovered,0,35
Kyrgyzstan,2020-4-11,Confirmed,41,339
Kyrgyzstan,2020-4-11,Deaths,0,5
Kyrgyzstan,2020-4-11,Recovered,9,44
Kyrgyzstan,2020-4-12,Confirmed,38,377
Kyrgyzstan,2020-4-12,Deaths,0,5
Kyrgyzstan,2020-4-12,Recovered,10,54
Kyrgyzstan,2020-4-13,Confirmed,42,419
Kyrgyzstan,2020-4-13,Deaths,0,5
Kyrgyzstan,2020-4-13,Recovered,13,67
Kyrgyzstan,2020-4-14,Confirmed,11,430
Kyrgyzstan,2020-4-14,Deaths,0,5
Kyrgyzstan,2020-4-14,Recovered,4,71
Latvia,2020-1-22,Confirmed,0,0
Latvia,2020-1-22,Deaths,0,0
Latvia,2020-1-22,Recovered,0,0
Latvia,2020-1-23,Confirmed,0,0
Latvia,2020-1-23,Deaths,0,0
Latvia,2020-1-23,Recovered,0,0
Latvia,2020-1-24,Confirmed,0,0
Latvia,2020-1-24,Deaths,0,0
Latvia,2020-1-24,Recovered,0,0
Latvia,2020-1-25,Confirmed,0,0
Latvia,2020-1-25,Deaths,0,0
Latvia,2020-1-25,Recovered,0,0
Latvia,2020-1-26,Confirmed,0,0
Latvia,2020-1-26,Deaths,0,0
Latvia,2020-1-26,Recovered,0,0
Latvia,2020-1-27,Confirmed,0,0
Latvia,2020-1-27,Deaths,0,0
Latvia,2020-1-27,Recovered,0,0
Latvia,2020-1-28,Confirmed,0,0
Latvia,2020-1-28,Deaths,0,0
Latvia,2020-1-28,Recovered,0,0
Latvia,2020-1-29,Confirmed,0,0
Latvia,2020-1-29,Deaths,0,0
Latvia,2020-1-29,Recovered,0,0
Latvia,2020-1-30,Confirmed,0,0
Latvia,2020-1-30,Deaths,0,0
Latvia,2020-1-30,Recovered,0,0
Latvia,2020-1-31,Confirmed,0,0
Latvia,2020-1-31,Deaths,0,0
Latvia,2020-1-31,Recovered,0,0
Latvia,2020-2-1,Confirmed,0,0
Latvia,2020-2-1,Deaths,0,0
Latvia,2020-2-1,Recovered,0,0
Latvia,2020-2-2,Confirmed,0,0
Latvia,2020-2-2,Deaths,0,0
Latvia,2020-2-2,Recovered,0,0
Latvia,2020-2-3,Confirmed,0,0
Latvia,2020-2-3,Deaths,0,0
Latvia,2020-2-3,Recovered,0,0
Latvia,2020-2-4,Confirmed,0,0
Latvia,2020-2-4,Deaths,0,0
Latvia,2020-2-4,Recovered,0,0
Latvia,2020-2-5,Confirmed,0,0
Latvia,2020-2-5,Deaths,0,0
Latvia,2020-2-5,Recovered,0,0
Latvia,2020-2-6,Confirmed,0,0
Latvia,2020-2-6,Deaths,0,0
Latvia,2020-2-6,Recovered,0,0
Latvia,2020-2-7,Confirmed,0,0
Latvia,2020-2-7,Deaths,0,0
Latvia,2020-2-7,Recovered,0,0
Latvia,2020-2-8,Confirmed,0,0
Latvia,2020-2-8,Deaths,0,0
Latvia,2020-2-8,Recovered,0,0
Latvia,2020-2-9,Confirmed,0,0
Latvia,2020-2-9,Deaths,0,0
Latvia,2020-2-9,Recovered,0,0
Latvia,2020-2-10,Confirmed,0,0
Latvia,2020-2-10,Deaths,0,0
Latvia,2020-2-10,Recovered,0,0
Latvia,2020-2-11,Confirmed,0,0
Latvia,2020-2-11,Deaths,0,0
Latvia,2020-2-11,Recovered,0,0
Latvia,2020-2-12,Confirmed,0,0
Latvia,2020-2-12,Deaths,0,0
Latvia,2020-2-12,Recovered,0,0
Latvia,2020-2-13,Confirmed,0,0
Latvia,2020-2-13,Deaths,0,0
Latvia,2020-2-13,Recovered,0,0
Latvia,2020-2-14,Confirmed,0,0
Latvia,2020-2-14,Deaths,0,0
Latvia,2020-2-14,Recovered,0,0
Latvia,2020-2-15,Confirmed,0,0
Latvia,2020-2-15,Deaths,0,0
Latvia,2020-2-15,Recovered,0,0
Latvia,2020-2-16,Confirmed,0,0
Latvia,2020-2-16,Deaths,0,0
Latvia,2020-2-16,Recovered,0,0
Latvia,2020-2-17,Confirmed,0,0
Latvia,2020-2-17,Deaths,0,0
Latvia,2020-2-17,Recovered,0,0
Latvia,2020-2-18,Confirmed,0,0
Latvia,2020-2-18,Deaths,0,0
Latvia,2020-2-18,Recovered,0,0
Latvia,2020-2-19,Confirmed,0,0
Latvia,2020-2-19,Deaths,0,0
Latvia,2020-2-19,Recovered,0,0
Latvia,2020-2-20,Confirmed,0,0
Latvia,2020-2-20,Deaths,0,0
Latvia,2020-2-20,Recovered,0,0
Latvia,2020-2-21,Confirmed,0,0
Latvia,2020-2-21,Deaths,0,0
Latvia,2020-2-21,Recovered,0,0
Latvia,2020-2-22,Confirmed,0,0
Latvia,2020-2-22,Deaths,0,0
Latvia,2020-2-22,Recovered,0,0
Latvia,2020-2-23,Confirmed,0,0
Latvia,2020-2-23,Deaths,0,0
Latvia,2020-2-23,Recovered,0,0
Latvia,2020-2-24,Confirmed,0,0
Latvia,2020-2-24,Deaths,0,0
Latvia,2020-2-24,Recovered,0,0
Latvia,2020-2-25,Confirmed,0,0
Latvia,2020-2-25,Deaths,0,0
Latvia,2020-2-25,Recovered,0,0
Latvia,2020-2-26,Confirmed,0,0
Latvia,2020-2-26,Deaths,0,0
Latvia,2020-2-26,Recovered,0,0
Latvia,2020-2-27,Confirmed,0,0
Latvia,2020-2-27,Deaths,0,0
Latvia,2020-2-27,Recovered,0,0
Latvia,2020-2-28,Confirmed,0,0
Latvia,2020-2-28,Deaths,0,0
Latvia,2020-2-28,Recovered,0,0
Latvia,2020-2-29,Confirmed,0,0
Latvia,2020-2-29,Deaths,0,0
Latvia,2020-2-29,Recovered,0,0
Latvia,2020-3-1,Confirmed,0,0
Latvia,2020-3-1,Deaths,0,0
Latvia,2020-3-1,Recovered,0,0
Latvia,2020-3-2,Confirmed,1,1
Latvia,2020-3-2,Deaths,0,0
Latvia,2020-3-2,Recovered,0,0
Latvia,2020-3-3,Confirmed,0,1
Latvia,2020-3-3,Deaths,0,0
Latvia,2020-3-3,Recovered,0,0
Latvia,2020-3-4,Confirmed,0,1
Latvia,2020-3-4,Deaths,0,0
Latvia,2020-3-4,Recovered,0,0
Latvia,2020-3-5,Confirmed,0,1
Latvia,2020-3-5,Deaths,0,0
Latvia,2020-3-5,Recovered,0,0
Latvia,2020-3-6,Confirmed,0,1
Latvia,2020-3-6,Deaths,0,0
Latvia,2020-3-6,Recovered,0,0
Latvia,2020-3-7,Confirmed,0,1
Latvia,2020-3-7,Deaths,0,0
Latvia,2020-3-7,Recovered,0,0
Latvia,2020-3-8,Confirmed,1,2
Latvia,2020-3-8,Deaths,0,0
Latvia,2020-3-8,Recovered,0,0
Latvia,2020-3-9,Confirmed,4,6
Latvia,2020-3-9,Deaths,0,0
Latvia,2020-3-9,Recovered,0,0
Latvia,2020-3-10,Confirmed,2,8
Latvia,2020-3-10,Deaths,0,0
Latvia,2020-3-10,Recovered,1,1
Latvia,2020-3-11,Confirmed,2,10
Latvia,2020-3-11,Deaths,0,0
Latvia,2020-3-11,Recovered,0,1
Latvia,2020-3-12,Confirmed,0,10
Latvia,2020-3-12,Deaths,0,0
Latvia,2020-3-12,Recovered,0,1
Latvia,2020-3-13,Confirmed,7,17
Latvia,2020-3-13,Deaths,0,0
Latvia,2020-3-13,Recovered,0,1
Latvia,2020-3-14,Confirmed,9,26
Latvia,2020-3-14,Deaths,0,0
Latvia,2020-3-14,Recovered,0,1
Latvia,2020-3-15,Confirmed,4,30
Latvia,2020-3-15,Deaths,0,0
Latvia,2020-3-15,Recovered,0,1
Latvia,2020-3-16,Confirmed,4,34
Latvia,2020-3-16,Deaths,0,0
Latvia,2020-3-16,Recovered,0,1
Latvia,2020-3-17,Confirmed,15,49
Latvia,2020-3-17,Deaths,0,0
Latvia,2020-3-17,Recovered,0,1
Latvia,2020-3-18,Confirmed,22,71
Latvia,2020-3-18,Deaths,0,0
Latvia,2020-3-18,Recovered,0,1
Latvia,2020-3-19,Confirmed,15,86
Latvia,2020-3-19,Deaths,0,0
Latvia,2020-3-19,Recovered,0,1
Latvia,2020-3-20,Confirmed,25,111
Latvia,2020-3-20,Deaths,0,0
Latvia,2020-3-20,Recovered,0,1
Latvia,2020-3-21,Confirmed,13,124
Latvia,2020-3-21,Deaths,0,0
Latvia,2020-3-21,Recovered,0,1
Latvia,2020-3-22,Confirmed,15,139
Latvia,2020-3-22,Deaths,0,0
Latvia,2020-3-22,Recovered,0,1
Latvia,2020-3-23,Confirmed,41,180
Latvia,2020-3-23,Deaths,0,0
Latvia,2020-3-23,Recovered,0,1
Latvia,2020-3-24,Confirmed,17,197
Latvia,2020-3-24,Deaths,0,0
Latvia,2020-3-24,Recovered,0,1
Latvia,2020-3-25,Confirmed,24,221
Latvia,2020-3-25,Deaths,0,0
Latvia,2020-3-25,Recovered,0,1
Latvia,2020-3-26,Confirmed,23,244
Latvia,2020-3-26,Deaths,0,0
Latvia,2020-3-26,Recovered,0,1
Latvia,2020-3-27,Confirmed,36,280
Latvia,2020-3-27,Deaths,0,0
Latvia,2020-3-27,Recovered,0,1
Latvia,2020-3-28,Confirmed,25,305
Latvia,2020-3-28,Deaths,0,0
Latvia,2020-3-28,Recovered,0,1
Latvia,2020-3-29,Confirmed,42,347
Latvia,2020-3-29,Deaths,0,0
Latvia,2020-3-29,Recovered,0,1
Latvia,2020-3-30,Confirmed,29,376
Latvia,2020-3-30,Deaths,0,0
Latvia,2020-3-30,Recovered,0,1
Latvia,2020-3-31,Confirmed,22,398
Latvia,2020-3-31,Deaths,0,0
Latvia,2020-3-31,Recovered,0,1
Latvia,2020-4-1,Confirmed,48,446
Latvia,2020-4-1,Deaths,0,0
Latvia,2020-4-1,Recovered,0,1
Latvia,2020-4-2,Confirmed,12,458
Latvia,2020-4-2,Deaths,0,0
Latvia,2020-4-2,Recovered,30,31
Latvia,2020-4-3,Confirmed,35,493
Latvia,2020-4-3,Deaths,1,1
Latvia,2020-4-3,Recovered,-30,1
Latvia,2020-4-4,Confirmed,16,509
Latvia,2020-4-4,Deaths,0,1
Latvia,2020-4-4,Recovered,0,1
Latvia,2020-4-5,Confirmed,24,533
Latvia,2020-4-5,Deaths,0,1
Latvia,2020-4-5,Recovered,0,1
Latvia,2020-4-6,Confirmed,9,542
Latvia,2020-4-6,Deaths,0,1
Latvia,2020-4-6,Recovered,15,16
Latvia,2020-4-7,Confirmed,6,548
Latvia,2020-4-7,Deaths,1,2
Latvia,2020-4-7,Recovered,0,16
Latvia,2020-4-8,Confirmed,29,577
Latvia,2020-4-8,Deaths,0,2
Latvia,2020-4-8,Recovered,0,16
Latvia,2020-4-9,Confirmed,12,589
Latvia,2020-4-9,Deaths,1,3
Latvia,2020-4-9,Recovered,0,16
Latvia,2020-4-10,Confirmed,23,612
Latvia,2020-4-10,Deaths,0,3
Latvia,2020-4-10,Recovered,0,16
Latvia,2020-4-11,Confirmed,18,630
Latvia,2020-4-11,Deaths,0,3
Latvia,2020-4-11,Recovered,0,16
Latvia,2020-4-12,Confirmed,21,651
Latvia,2020-4-12,Deaths,2,5
Latvia,2020-4-12,Recovered,0,16
Latvia,2020-4-13,Confirmed,4,655
Latvia,2020-4-13,Deaths,0,5
Latvia,2020-4-13,Recovered,0,16
Latvia,2020-4-14,Confirmed,2,657
Latvia,2020-4-14,Deaths,0,5
Latvia,2020-4-14,Recovered,0,16
Lebanon,2020-1-22,Confirmed,0,0
Lebanon,2020-1-22,Deaths,0,0
Lebanon,2020-1-22,Recovered,0,0
Lebanon,2020-1-23,Confirmed,0,0
Lebanon,2020-1-23,Deaths,0,0
Lebanon,2020-1-23,Recovered,0,0
Lebanon,2020-1-24,Confirmed,0,0
Lebanon,2020-1-24,Deaths,0,0
Lebanon,2020-1-24,Recovered,0,0
Lebanon,2020-1-25,Confirmed,0,0
Lebanon,2020-1-25,Deaths,0,0
Lebanon,2020-1-25,Recovered,0,0
Lebanon,2020-1-26,Confirmed,0,0
Lebanon,2020-1-26,Deaths,0,0
Lebanon,2020-1-26,Recovered,0,0
Lebanon,2020-1-27,Confirmed,0,0
Lebanon,2020-1-27,Deaths,0,0
Lebanon,2020-1-27,Recovered,0,0
Lebanon,2020-1-28,Confirmed,0,0
Lebanon,2020-1-28,Deaths,0,0
Lebanon,2020-1-28,Recovered,0,0
Lebanon,2020-1-29,Confirmed,0,0
Lebanon,2020-1-29,Deaths,0,0
Lebanon,2020-1-29,Recovered,0,0
Lebanon,2020-1-30,Confirmed,0,0
Lebanon,2020-1-30,Deaths,0,0
Lebanon,2020-1-30,Recovered,0,0
Lebanon,2020-1-31,Confirmed,0,0
Lebanon,2020-1-31,Deaths,0,0
Lebanon,2020-1-31,Recovered,0,0
Lebanon,2020-2-1,Confirmed,0,0
Lebanon,2020-2-1,Deaths,0,0
Lebanon,2020-2-1,Recovered,0,0
Lebanon,2020-2-2,Confirmed,0,0
Lebanon,2020-2-2,Deaths,0,0
Lebanon,2020-2-2,Recovered,0,0
Lebanon,2020-2-3,Confirmed,0,0
Lebanon,2020-2-3,Deaths,0,0
Lebanon,2020-2-3,Recovered,0,0
Lebanon,2020-2-4,Confirmed,0,0
Lebanon,2020-2-4,Deaths,0,0
Lebanon,2020-2-4,Recovered,0,0
Lebanon,2020-2-5,Confirmed,0,0
Lebanon,2020-2-5,Deaths,0,0
Lebanon,2020-2-5,Recovered,0,0
Lebanon,2020-2-6,Confirmed,0,0
Lebanon,2020-2-6,Deaths,0,0
Lebanon,2020-2-6,Recovered,0,0
Lebanon,2020-2-7,Confirmed,0,0
Lebanon,2020-2-7,Deaths,0,0
Lebanon,2020-2-7,Recovered,0,0
Lebanon,2020-2-8,Confirmed,0,0
Lebanon,2020-2-8,Deaths,0,0
Lebanon,2020-2-8,Recovered,0,0
Lebanon,2020-2-9,Confirmed,0,0
Lebanon,2020-2-9,Deaths,0,0
Lebanon,2020-2-9,Recovered,0,0
Lebanon,2020-2-10,Confirmed,0,0
Lebanon,2020-2-10,Deaths,0,0
Lebanon,2020-2-10,Recovered,0,0
Lebanon,2020-2-11,Confirmed,0,0
Lebanon,2020-2-11,Deaths,0,0
Lebanon,2020-2-11,Recovered,0,0
Lebanon,2020-2-12,Confirmed,0,0
Lebanon,2020-2-12,Deaths,0,0
Lebanon,2020-2-12,Recovered,0,0
Lebanon,2020-2-13,Confirmed,0,0
Lebanon,2020-2-13,Deaths,0,0
Lebanon,2020-2-13,Recovered,0,0
Lebanon,2020-2-14,Confirmed,0,0
Lebanon,2020-2-14,Deaths,0,0
Lebanon,2020-2-14,Recovered,0,0
Lebanon,2020-2-15,Confirmed,0,0
Lebanon,2020-2-15,Deaths,0,0
Lebanon,2020-2-15,Recovered,0,0
Lebanon,2020-2-16,Confirmed,0,0
Lebanon,2020-2-16,Deaths,0,0
Lebanon,2020-2-16,Recovered,0,0
Lebanon,2020-2-17,Confirmed,0,0
Lebanon,2020-2-17,Deaths,0,0
Lebanon,2020-2-17,Recovered,0,0
Lebanon,2020-2-18,Confirmed,0,0
Lebanon,2020-2-18,Deaths,0,0
Lebanon,2020-2-18,Recovered,0,0
Lebanon,2020-2-19,Confirmed,0,0
Lebanon,2020-2-19,Deaths,0,0
Lebanon,2020-2-19,Recovered,0,0
Lebanon,2020-2-20,Confirmed,0,0
Lebanon,2020-2-20,Deaths,0,0
Lebanon,2020-2-20,Recovered,0,0
Lebanon,2020-2-21,Confirmed,1,1
Lebanon,2020-2-21,Deaths,0,0
Lebanon,2020-2-21,Recovered,0,0
Lebanon,2020-2-22,Confirmed,0,1
Lebanon,2020-2-22,Deaths,0,0
Lebanon,2020-2-22,Recovered,0,0
Lebanon,2020-2-23,Confirmed,0,1
Lebanon,2020-2-23,Deaths,0,0
Lebanon,2020-2-23,Recovered,0,0
Lebanon,2020-2-24,Confirmed,0,1
Lebanon,2020-2-24,Deaths,0,0
Lebanon,2020-2-24,Recovered,0,0
Lebanon,2020-2-25,Confirmed,0,1
Lebanon,2020-2-25,Deaths,0,0
Lebanon,2020-2-25,Recovered,0,0
Lebanon,2020-2-26,Confirmed,1,2
Lebanon,2020-2-26,Deaths,0,0
Lebanon,2020-2-26,Recovered,0,0
Lebanon,2020-2-27,Confirmed,0,2
Lebanon,2020-2-27,Deaths,0,0
Lebanon,2020-2-27,Recovered,0,0
Lebanon,2020-2-28,Confirmed,0,2
Lebanon,2020-2-28,Deaths,0,0
Lebanon,2020-2-28,Recovered,0,0
Lebanon,2020-2-29,Confirmed,2,4
Lebanon,2020-2-29,Deaths,0,0
Lebanon,2020-2-29,Recovered,0,0
Lebanon,2020-3-1,Confirmed,6,10
Lebanon,2020-3-1,Deaths,0,0
Lebanon,2020-3-1,Recovered,0,0
Lebanon,2020-3-2,Confirmed,3,13
Lebanon,2020-3-2,Deaths,0,0
Lebanon,2020-3-2,Recovered,0,0
Lebanon,2020-3-3,Confirmed,0,13
Lebanon,2020-3-3,Deaths,0,0
Lebanon,2020-3-3,Recovered,0,0
Lebanon,2020-3-4,Confirmed,0,13
Lebanon,2020-3-4,Deaths,0,0
Lebanon,2020-3-4,Recovered,1,1
Lebanon,2020-3-5,Confirmed,3,16
Lebanon,2020-3-5,Deaths,0,0
Lebanon,2020-3-5,Recovered,0,1
Lebanon,2020-3-6,Confirmed,6,22
Lebanon,2020-3-6,Deaths,0,0
Lebanon,2020-3-6,Recovered,0,1
Lebanon,2020-3-7,Confirmed,0,22
Lebanon,2020-3-7,Deaths,0,0
Lebanon,2020-3-7,Recovered,0,1
Lebanon,2020-3-8,Confirmed,10,32
Lebanon,2020-3-8,Deaths,0,0
Lebanon,2020-3-8,Recovered,0,1
Lebanon,2020-3-9,Confirmed,0,32
Lebanon,2020-3-9,Deaths,0,0
Lebanon,2020-3-9,Recovered,0,1
Lebanon,2020-3-10,Confirmed,9,41
Lebanon,2020-3-10,Deaths,1,1
Lebanon,2020-3-10,Recovered,0,1
Lebanon,2020-3-11,Confirmed,20,61
Lebanon,2020-3-11,Deaths,2,3
Lebanon,2020-3-11,Recovered,0,1
Lebanon,2020-3-12,Confirmed,0,61
Lebanon,2020-3-12,Deaths,0,3
Lebanon,2020-3-12,Recovered,0,1
Lebanon,2020-3-13,Confirmed,16,77
Lebanon,2020-3-13,Deaths,0,3
Lebanon,2020-3-13,Recovered,0,1
Lebanon,2020-3-14,Confirmed,16,93
Lebanon,2020-3-14,Deaths,0,3
Lebanon,2020-3-14,Recovered,0,1
Lebanon,2020-3-15,Confirmed,17,110
Lebanon,2020-3-15,Deaths,0,3
Lebanon,2020-3-15,Recovered,0,1
Lebanon,2020-3-16,Confirmed,0,110
Lebanon,2020-3-16,Deaths,0,3
Lebanon,2020-3-16,Recovered,0,1
Lebanon,2020-3-17,Confirmed,10,120
Lebanon,2020-3-17,Deaths,0,3
Lebanon,2020-3-17,Recovered,2,3
Lebanon,2020-3-18,Confirmed,13,133
Lebanon,2020-3-18,Deaths,0,3
Lebanon,2020-3-18,Recovered,0,3
Lebanon,2020-3-19,Confirmed,24,157
Lebanon,2020-3-19,Deaths,1,4
Lebanon,2020-3-19,Recovered,1,4
Lebanon,2020-3-20,Confirmed,6,163
Lebanon,2020-3-20,Deaths,0,4
Lebanon,2020-3-20,Recovered,0,4
Lebanon,2020-3-21,Confirmed,24,187
Lebanon,2020-3-21,Deaths,0,4
Lebanon,2020-3-21,Recovered,0,4
Lebanon,2020-3-22,Confirmed,61,248
Lebanon,2020-3-22,Deaths,0,4
Lebanon,2020-3-22,Recovered,4,8
Lebanon,2020-3-23,Confirmed,19,267
Lebanon,2020-3-23,Deaths,0,4
Lebanon,2020-3-23,Recovered,0,8
Lebanon,2020-3-24,Confirmed,51,318
Lebanon,2020-3-24,Deaths,0,4
Lebanon,2020-3-24,Recovered,0,8
Lebanon,2020-3-25,Confirmed,15,333
Lebanon,2020-3-25,Deaths,2,6
Lebanon,2020-3-25,Recovered,12,20
Lebanon,2020-3-26,Confirmed,35,368
Lebanon,2020-3-26,Deaths,0,6
Lebanon,2020-3-26,Recovered,3,23
Lebanon,2020-3-27,Confirmed,23,391
Lebanon,2020-3-27,Deaths,2,8
Lebanon,2020-3-27,Recovered,4,27
Lebanon,2020-3-28,Confirmed,21,412
Lebanon,2020-3-28,Deaths,0,8
Lebanon,2020-3-28,Recovered,3,30
Lebanon,2020-3-29,Confirmed,26,438
Lebanon,2020-3-29,Deaths,2,10
Lebanon,2020-3-29,Recovered,0,30
Lebanon,2020-3-30,Confirmed,8,446
Lebanon,2020-3-30,Deaths,1,11
Lebanon,2020-3-30,Recovered,5,35
Lebanon,2020-3-31,Confirmed,24,470
Lebanon,2020-3-31,Deaths,1,12
Lebanon,2020-3-31,Recovered,2,37
Lebanon,2020-4-1,Confirmed,9,479
Lebanon,2020-4-1,Deaths,2,14
Lebanon,2020-4-1,Recovered,6,43
Lebanon,2020-4-2,Confirmed,15,494
Lebanon,2020-4-2,Deaths,2,16
Lebanon,2020-4-2,Recovered,3,46
Lebanon,2020-4-3,Confirmed,14,508
Lebanon,2020-4-3,Deaths,1,17
Lebanon,2020-4-3,Recovered,4,50
Lebanon,2020-4-4,Confirmed,12,520
Lebanon,2020-4-4,Deaths,0,17
Lebanon,2020-4-4,Recovered,4,54
Lebanon,2020-4-5,Confirmed,7,527
Lebanon,2020-4-5,Deaths,1,18
Lebanon,2020-4-5,Recovered,0,54
Lebanon,2020-4-6,Confirmed,14,541
Lebanon,2020-4-6,Deaths,1,19
Lebanon,2020-4-6,Recovered,6,60
Lebanon,2020-4-7,Confirmed,7,548
Lebanon,2020-4-7,Deaths,0,19
Lebanon,2020-4-7,Recovered,2,62
Lebanon,2020-4-8,Confirmed,28,576
Lebanon,2020-4-8,Deaths,0,19
Lebanon,2020-4-8,Recovered,0,62
Lebanon,2020-4-9,Confirmed,6,582
Lebanon,2020-4-9,Deaths,0,19
Lebanon,2020-4-9,Recovered,5,67
Lebanon,2020-4-10,Confirmed,27,609
Lebanon,2020-4-10,Deaths,1,20
Lebanon,2020-4-10,Recovered,9,76
Lebanon,2020-4-11,Confirmed,10,619
Lebanon,2020-4-11,Deaths,0,20
Lebanon,2020-4-11,Recovered,1,77
Lebanon,2020-4-12,Confirmed,11,630
Lebanon,2020-4-12,Deaths,0,20
Lebanon,2020-4-12,Recovered,3,80
Lebanon,2020-4-13,Confirmed,2,632
Lebanon,2020-4-13,Deaths,0,20
Lebanon,2020-4-13,Recovered,0,80
Lebanon,2020-4-14,Confirmed,9,641
Lebanon,2020-4-14,Deaths,1,21
Lebanon,2020-4-14,Recovered,0,80
Liberia,2020-1-22,Confirmed,0,0
Liberia,2020-1-22,Deaths,0,0
Liberia,2020-1-22,Recovered,0,0
Liberia,2020-1-23,Confirmed,0,0
Liberia,2020-1-23,Deaths,0,0
Liberia,2020-1-23,Recovered,0,0
Liberia,2020-1-24,Confirmed,0,0
Liberia,2020-1-24,Deaths,0,0
Liberia,2020-1-24,Recovered,0,0
Liberia,2020-1-25,Confirmed,0,0
Liberia,2020-1-25,Deaths,0,0
Liberia,2020-1-25,Recovered,0,0
Liberia,2020-1-26,Confirmed,0,0
Liberia,2020-1-26,Deaths,0,0
Liberia,2020-1-26,Recovered,0,0
Liberia,2020-1-27,Confirmed,0,0
Liberia,2020-1-27,Deaths,0,0
Liberia,2020-1-27,Recovered,0,0
Liberia,2020-1-28,Confirmed,0,0
Liberia,2020-1-28,Deaths,0,0
Liberia,2020-1-28,Recovered,0,0
Liberia,2020-1-29,Confirmed,0,0
Liberia,2020-1-29,Deaths,0,0
Liberia,2020-1-29,Recovered,0,0
Liberia,2020-1-30,Confirmed,0,0
Liberia,2020-1-30,Deaths,0,0
Liberia,2020-1-30,Recovered,0,0
Liberia,2020-1-31,Confirmed,0,0
Liberia,2020-1-31,Deaths,0,0
Liberia,2020-1-31,Recovered,0,0
Liberia,2020-2-1,Confirmed,0,0
Liberia,2020-2-1,Deaths,0,0
Liberia,2020-2-1,Recovered,0,0
Liberia,2020-2-2,Confirmed,0,0
Liberia,2020-2-2,Deaths,0,0
Liberia,2020-2-2,Recovered,0,0
Liberia,2020-2-3,Confirmed,0,0
Liberia,2020-2-3,Deaths,0,0
Liberia,2020-2-3,Recovered,0,0
Liberia,2020-2-4,Confirmed,0,0
Liberia,2020-2-4,Deaths,0,0
Liberia,2020-2-4,Recovered,0,0
Liberia,2020-2-5,Confirmed,0,0
Liberia,2020-2-5,Deaths,0,0
Liberia,2020-2-5,Recovered,0,0
Liberia,2020-2-6,Confirmed,0,0
Liberia,2020-2-6,Deaths,0,0
Liberia,2020-2-6,Recovered,0,0
Liberia,2020-2-7,Confirmed,0,0
